city,date,fare,ride_id
Catherinebury,2017-01-02 10:23:05,26.48,0127994046941
New Robin,2017-01-03 01:37:44,5.22,1390165259450
New Adrian,2017-01-02 23:13:55,37.33,7938713719526
Lake Charlesside,2017-01-01 11:27:26,11.02,0196368802032
Catherinebury,2017-01-01 05:47:47,12.13,9845938806574
East Rose,2017-01-02 21:37:31,20.66,0421084224708
West Lanceview,2017-01-02 17:57:08,33.31,5112799450029
West Kennethland,2017-01-01 11:18:04,39.47,2585379929056
New Katherine,2017-01-02 21:48:50,30.26,4429818153665
Smithland,2017-01-01 17:44:14,38.11,6686846517557
East James,2017-01-02 22:47:23,4.91,5396699356197
Jamesbury,2017-01-03 09:37:55,5.01,4569838456121
Alexisfort,2017-01-03 12:09:23,13.6,1790890665357
Mathewfurt,2017-01-01 12:20:23,22.6,6260559580710
New Jonathanberg,2017-01-01 23:43:46,17.33,7640492536538
Tammyburgh,2017-01-01 11:13:16,5.94,6301143210542
Joefort,2017-01-02 23:15:45,22.56,6379974795644
Smithland,2017-01-03 03:50:57,13.29,5662549169515
Michaelfurt,2017-01-02 13:30:55,31.93,7235742362182
New Robin,2017-01-03 07:21:14,38.14,8740201839291
North Sandra,2017-01-01 11:06:15,42.66,4280549163084
New Katherine,2017-01-01 06:44:57,10.87,8378833791627
Whitneyfurt,2017-01-01 07:09:51,21.53,5241337225437
Lindseymouth,2017-01-02 12:46:02,40.37,5345691939723
Port Albert,2017-01-02 15:56:21,37.3,8867844171028
Smithland,2017-01-01 12:03:57,8.2,0820303567211
North Erikaport,2017-01-01 11:10:35,33.01,1817470884325
Markborough,2017-01-02 23:24:59,37.73,8385809124891
New Timothy,2017-01-03 10:54:29,17.88,4975233203534
Lindseymouth,2017-01-02 15:34:10,36.13,6057881194216
Port Angelaberg,2017-01-01 05:37:58,43.99,5637118019751
Markborough,2017-01-02 22:57:28,43.25,1079510470848
Lindseymouth,2017-01-03 03:39:48,30.12,0195882856248
Lake Robertstad,2017-01-02 03:26:47,33.62,4449249443234
Joefort,2017-01-03 04:53:35,8.89,2028807793411
West Lanceview,2017-01-02 22:19:48,42.37,1146918446789
Port Meghanton,2017-01-01 17:42:47,42.12,5711249490037
Port Meghanton,2017-01-02 11:44:39,44.8,1517027453027
Curtismouth,2017-01-02 05:27:46,42.21,3687753038503
New Timothy,2017-01-02 13:42:39,25.34,8889386256735
Thomashaven,2017-01-03 09:54:11,7.62,1585864924499
Thomashaven,2017-01-02 14:10:23,40.3,4287681456074
Floresbury,2017-01-01 02:26:02,30.45,5291413755419
Suzanneborough,2017-01-02 13:14:26,40.52,6498305673595
Curtismouth,2017-01-02 18:56:25,34.08,8683736278237
Smithland,2017-01-01 13:57:25,33.5,5973266597223
New Holly,2017-01-02 10:48:57,16.28,7668697828081
Port Brianborough,2017-01-02 22:43:51,42.84,5822697498657
Port Meghanton,2017-01-02 01:13:51,4.28,4724478151441
Alexisfort,2017-01-02 23:00:27,25.56,8837672044191
North Audreyfort,2017-01-01 19:22:18,10.56,4427667942102
East Jermaine,2017-01-03 08:50:00,14.01,7475464387227
New Adrian,2017-01-01 04:01:45,34.09,4545138301378
Lake Robertstad,2017-01-01 04:56:23,15.31,2690426409884
Jamesbury,2017-01-01 05:46:27,31.07,2938355802681
West Nancy,2017-01-01 08:12:53,18.8,9463747170435
Lake Charlesside,2017-01-02 04:07:06,15.05,3306254602029
Port Stacyfort,2017-01-01 15:45:04,39.44,5642972562244
North Karenfort,2017-01-01 18:19:02,44.39,7774179761132
Mathewfurt,2017-01-02 13:25:29,29.25,2766783708042
New Jasonfort,2017-01-01 12:13:10,27.25,6472736347119
Catherinebury,2017-01-01 13:57:13,25.33,5328010035634
New Timothy,2017-01-03 07:39:20,13.16,2811361942483
Port Brianborough,2017-01-03 09:16:05,5.8,6710958610070
Alexisfort,2017-01-02 14:17:53,7.0,5735279004354
West Robertchester,2017-01-01 23:07:14,24.8,0314289071430
Tammyburgh,2017-01-01 13:44:35,10.27,1995784061110
New Shawnville,2017-01-01 16:19:30,23.74,6695336451165
New Catherine,2017-01-01 05:07:43,7.87,4149399021480
New Holly,2017-01-03 06:09:36,31.81,2335491464672
North Krystal,2017-01-03 11:33:30,21.27,1435594389467
West Nathanville,2017-01-01 13:15:21,9.86,7159245761566
North Karenfort,2017-01-01 08:06:55,44.05,6018859393451
Lindseymouth,2017-01-01 16:00:26,24.67,1097579741143
West Lanceview,2017-01-01 01:50:17,12.25,1046862391756
Port Stacyfort,2017-01-01 11:22:18,38.02,5171908058167
New Catherine,2017-01-01 03:31:12,9.28,9951654788275
West Robertchester,2017-01-03 08:04:37,41.92,3939048027762
South Mary,2017-01-02 04:36:39,31.35,6574359833793
Port Michael,2017-01-03 07:53:40,5.21,2992348771217
Port Meghanton,2017-01-03 12:34:31,28.93,9543773421104
New Timothy,2017-01-01 21:35:13,22.36,9374850613156
Michaelfurt,2017-01-01 04:54:16,40.46,5352333916844
Joefort,2017-01-02 18:49:01,28.12,9383248992872
Marychester,2017-01-01 06:04:28,17.78,2979235271265
South Mary,2017-01-01 23:36:50,11.72,6167531296150
Scottside,2017-01-01 14:11:40,19.26,2980661713410
New Charlotte,2017-01-01 04:17:30,36.94,0860356216230
East Rose,2017-01-01 22:28:07,34.64,1629610263330
New Holly,2017-01-02 19:10:18,31.84,3610159844461
Joefort,2017-01-02 06:34:34,14.63,6550282656067
New Holly,2017-01-01 13:13:50,12.49,3841892211221
Marychester,2017-01-01 16:20:03,27.16,6042560229266
Tammyburgh,2017-01-02 13:20:45,41.04,4635225467442
Marychester,2017-01-01 11:39:34,39.76,0209032866855
North Krystal,2017-01-01 18:07:28,31.34,8730682616627
Lindseymouth,2017-01-01 22:53:49,24.76,8977308983736
West Nathanville,2017-01-02 14:37:25,41.5,9171060059756
Alexisfort,2017-01-02 09:01:58,16.08,0281296366210
Port Meghanton,2017-01-02 17:38:18,23.17,0970754739726
North Erikaport,2017-01-01 02:34:03,14.37,3931323105653
North Sandra,2017-01-02 17:41:14,32.31,5019490450931
Port Albert,2017-01-01 00:54:57,11.28,0368713811048
Smithland,2017-01-02 11:36:00,43.32,6805978804476
New Charlotte,2017-01-01 02:41:29,41.62,4120654777717
Theresaland,2017-01-03 07:52:58,41.85,4076231277302
West Nancy,2017-01-02 16:56:02,43.24,5845111264294
New Christina,2017-01-01 14:20:26,15.92,2587812289918
East James,2017-01-02 13:44:27,19.07,7504264440341
Johnsonburgh,2017-01-02 17:19:46,20.31,4125967311511
North Audreyfort,2017-01-02 23:46:05,28.77,0297364255287
Floresbury,2017-01-03 02:06:48,17.15,2406446802273
Joefort,2017-01-03 00:22:36,26.9,1665274021053
Floresbury,2017-01-03 01:20:12,17.8,3148771887431
Port Sandraport,2017-01-02 05:07:25,20.84,1439213679533
Port Brianborough,2017-01-03 11:56:45,22.61,9279835095555
New Jonathanberg,2017-01-03 08:22:21,44.01,8608378390062
Jillmouth,2017-01-03 09:22:08,37.68,3523608658932
Markborough,2017-01-02 12:58:13,21.1,6843883812445
Catherinebury,2017-01-01 05:51:52,37.73,8812129841646
West Nancy,2017-01-02 10:34:18,14.41,4512756673392
Jamesbury,2017-01-01 05:16:12,28.73,6765498267369
Port Albert,2017-01-02 15:15:22,42.03,8614235885763
South Mariahaven,2017-01-01 05:15:16,12.48,1272676620540
Markborough,2017-01-02 02:54:48,13.55,9063985826585
Port Angelaberg,2017-01-02 05:59:41,38.85,2292156623587
New Charlotte,2017-01-01 15:31:09,31.61,7917181579788
South John,2017-01-02 19:09:55,41.85,3267908070703
North Erikaport,2017-01-03 06:52:45,12.57,6970587692827
South Mariahaven,2017-01-03 07:26:27,11.54,8001778236990
West Nathanville,2017-01-02 04:43:26,26.54,6384671813003
East Rose,2017-01-02 11:34:59,11.83,6366708330820
Theresaland,2017-01-02 14:11:30,31.48,0775284094570
New Shawnville,2017-01-01 02:29:21,12.71,8705556244954
East Karenmouth,2017-01-03 04:36:15,26.18,7044326934376
Mathewfurt,2017-01-03 02:49:16,43.56,9044297399424
Tammyburgh,2017-01-01 06:49:00,27.48,5635061147330
Whitneyfurt,2017-01-02 18:15:49,27.7,9761444579163
East Karenmouth,2017-01-02 17:08:58,15.09,9129083944313
Michaelfurt,2017-01-01 10:38:25,21.86,3003685804847
Johnsonburgh,2017-01-01 05:20:37,21.37,5199071250546
Marychester,2017-01-01 13:19:47,35.47,4095400039091
Whitneyfurt,2017-01-01 03:58:50,21.32,2685140427498
Mathewfurt,2017-01-02 03:04:45,30.63,3123927147720
Markborough,2017-01-03 10:04:49,32.96,2899013506207
New Holly,2017-01-01 12:06:11,43.21,9993573964446
New Timothy,2017-01-01 22:24:00,18.35,6893570197058
Lake Robertstad,2017-01-02 06:34:16,36.49,6955337322636
Suzanneborough,2017-01-01 20:34:24,43.27,9113296230592
East Rose,2017-01-02 16:02:35,44.63,2674388863229
Port Albert,2017-01-01 02:22:47,17.13,1559333738962
Lindseymouth,2017-01-01 13:36:30,10.78,3005417573731
Karenfurt,2017-01-03 08:30:28,42.4,6132096785869
West Lanceview,2017-01-02 05:37:53,19.9,9224929322192
Whitneyfurt,2017-01-02 03:56:25,29.9,3109979998992
Scottside,2017-01-01 18:04:27,13.88,2055396188632
New Robin,2017-01-03 00:08:12,29.83,7557704751859
New Holly,2017-01-03 04:55:11,13.76,6743320470620
West Lanceview,2017-01-01 23:29:31,30.7,1768270237500
New Jasonfort,2017-01-02 08:52:25,16.9,4239858760828
New Shawnville,2017-01-01 16:16:28,36.71,0125556925574
Scottside,2017-01-01 05:06:29,17.35,0646094188356
West Nathanville,2017-01-03 07:06:43,15.6,5284090202307
North Rachaelberg,2017-01-01 03:43:35,16.56,3097656442787
New Christina,2017-01-03 05:21:40,36.75,9340145131797
Lake David,2017-01-01 18:49:09,9.14,9806834572123
Jamesbury,2017-01-01 17:11:26,13.1,9214981734897
Michaelfurt,2017-01-02 22:07:45,42.29,7976944338956
New Robin,2017-01-01 15:40:03,14.0,7226916918816
North Rachaelberg,2017-01-01 08:16:06,7.64,0825131793276
South Mary,2017-01-02 23:25:51,42.93,2348950301630
East Rose,2017-01-03 12:02:01,18.61,0338882422673
New Katherine,2017-01-01 01:20:50,36.71,4335726737319
Mathewfurt,2017-01-01 00:42:20,17.71,8303829309029
New Shawnville,2017-01-02 12:04:36,23.52,3326580962031
Alexisfort,2017-01-01 08:29:11,14.75,7789648927841
Scottside,2017-01-01 09:27:24,33.27,6517809377959
New Holly,2017-01-03 08:19:08,32.85,5442389127506
West Nathanville,2017-01-02 13:33:52,4.08,5179376142029
New Charlotte,2017-01-01 02:48:03,14.29,8686721527044
Turnershire,2017-01-01 23:30:44,13.31,3349768404482
Lake Robertstad,2017-01-02 11:26:01,25.46,4141975557192
Scottside,2017-01-02 03:39:02,5.45,6319950328503
Port Brianborough,2017-01-01 15:12:02,16.62,2946278167367
New Christina,2017-01-01 16:33:34,29.89,0769476736591
Port Meghanton,2017-01-01 08:00:49,19.65,3464195581695
New Timothy,2017-01-01 03:48:30,37.74,2902825876847
Lake Charlesside,2017-01-01 18:46:15,15.78,1937899564506
Floresbury,2017-01-03 11:36:45,12.74,3507093027596
Suzanneborough,2017-01-01 05:41:35,40.83,1137059459653
Lake David,2017-01-02 23:29:31,40.12,2570676138041
North Krystal,2017-01-01 19:53:50,44.06,4023557852058
Port Michael,2017-01-02 03:55:35,4.48,6878692108960
Port Albert,2017-01-02 13:29:14,22.33,8420602194556
Lake Robertstad,2017-01-01 00:53:07,29.62,4378824726786
New Charlotte,2017-01-01 21:23:48,11.42,8023738435922
West Nathanville,2017-01-01 20:39:25,37.94,0410237018356
South Mary,2017-01-02 09:51:37,12.5,3186029905605
Port Albert,2017-01-01 15:25:00,35.89,2821569367025
Lake Robertstad,2017-01-03 07:21:09,22.42,8547332675763
West Nancy,2017-01-02 23:42:42,27.31,8570145228369
Lake David,2017-01-02 10:23:14,24.5,0820321380670
New Adrian,2017-01-02 05:32:15,25.81,8167247629691
Thomashaven,2017-01-03 11:31:31,17.12,3679497086759
Lake David,2017-01-01 17:56:29,34.58,2167692594977
Joefort,2017-01-01 20:18:31,37.66,5024577885483
Johnsonburgh,2017-01-01 10:50:15,26.9,1409956680837
Scottside,2017-01-02 22:49:34,16.14,3779698499157
North Sandra,2017-01-01 19:46:57,30.06,0965052436545
Port Meghanton,2017-01-01 01:50:46,40.43,0251124341030
Alexisfort,2017-01-02 00:49:56,26.43,6223465612449
New Robin,2017-01-01 08:55:26,41.32,0074955279347
South Mariahaven,2017-01-01 21:06:10,15.29,9923412963613
New Timothy,2017-01-03 11:18:01,7.43,6129323685306
Port Brianborough,2017-01-03 01:37:27,20.05,4983207726934
Mathewfurt,2017-01-01 07:00:07,32.38,9598116201806
East Karenmouth,2017-01-03 03:58:01,4.79,6051537951727
West Nancy,2017-01-03 05:44:24,21.67,4198811754765
Floresbury,2017-01-01 18:01:08,24.57,9786410161142
Lake Charlesside,2017-01-01 12:41:41,38.3,9305498482880
North Rachaelberg,2017-01-01 14:21:37,23.4,3713756412849
Theresaland,2017-01-01 08:08:18,6.35,6604513380426
Michaelfurt,2017-01-02 18:12:42,37.53,8323954582784
Mcdonaldfort,2017-01-02 12:16:16,38.8,0102223115896
Joefort,2017-01-02 15:21:19,22.8,9351416163614
Smithland,2017-01-01 20:43:47,34.9,7946477571885
New Timothy,2017-01-03 07:26:49,35.77,9096069784372
New Charlotte,2017-01-01 04:26:54,6.28,8564595365378
New Shawnville,2017-01-01 06:36:59,13.37,3631191314118
Whitneyfurt,2017-01-01 09:14:35,43.29,9319853133782
Brianfurt,2017-01-02 08:53:45,43.77,4008444045188
East Karenmouth,2017-01-03 07:51:39,12.66,3397024996257
New Christina,2017-01-01 08:33:03,6.08,8571442137293
New Adrian,2017-01-03 11:26:44,27.15,4683786404390
West Lanceview,2017-01-02 14:16:45,18.2,6678077679685
West Robertchester,2017-01-02 18:33:02,27.51,5798546576961
Port Albert,2017-01-01 21:06:43,8.08,3020089565808
Whitneyfurt,2017-01-01 19:00:13,4.72,8629822799491
New Jasonfort,2017-01-03 07:16:19,25.33,6515201625142
Theresaland,2017-01-01 12:10:57,32.04,7300541564614
Jamesbury,2017-01-02 07:49:34,29.43,6095659638807
Mcdonaldfort,2017-01-02 12:34:25,32.33,5104223997637
North Sandra,2017-01-02 01:47:18,38.56,8015716382717
Jillmouth,2017-01-01 09:54:33,28.36,0258906116060
West Kennethland,2017-01-02 23:32:31,23.74,2783725102584
New Jonathanberg,2017-01-03 08:44:51,27.67,5778751853439
Suzanneborough,2017-01-01 20:42:33,40.25,1274525570198
East James,2017-01-01 05:12:04,30.12,2990024301505
West Robertchester,2017-01-01 12:14:44,36.81,2830080956601
Lake Robertstad,2017-01-03 06:09:37,19.36,6552671587310
South John,2017-01-02 17:43:52,17.69,3304368555453
Theresaland,2017-01-01 03:33:54,37.54,0104758182190
South Mariahaven,2017-01-03 07:40:00,24.62,9111356543538
New Shawnville,2017-01-02 02:37:16,44.36,9861269934403
Port Michael,2017-01-03 03:11:10,15.8,6618398722066
North Karenfort,2017-01-01 08:20:51,7.6,4719863176666
Port Brianborough,2017-01-02 05:51:54,7.98,4348023455046
Jillmouth,2017-01-02 04:05:43,37.54,1938265959957
Piercetown,2017-01-03 11:06:46,18.48,1726160132823
Lindseymouth,2017-01-02 00:35:36,18.76,7928075815202
Melissaborough,2017-01-02 19:00:00,19.04,3801347700793
Catherinebury,2017-01-02 07:59:48,25.32,6051443282236
New Charlotte,2017-01-01 02:03:02,4.56,4547268076195
North Sandra,2017-01-02 15:45:11,29.42,1106645333592
Port Sandraport,2017-01-02 18:19:29,14.91,9167735036474
East Karenmouth,2017-01-03 03:54:28,34.91,6116860711667
New Charlotte,2017-01-02 08:29:24,37.17,2457407569124
New Holly,2017-01-02 06:39:12,30.19,0536188446458
New Katherine,2017-01-01 17:46:18,40.95,5496280108904
Theresaland,2017-01-02 00:05:12,18.74,5441017446118
Evansburgh,2017-01-02 21:20:36,20.05,5926963819624
East Rose,2017-01-01 04:18:37,22.66,0104879259344
North Erikaport,2017-01-02 06:12:23,31.66,4515305363140
West Robertchester,2017-01-01 06:50:11,5.25,2271073488585
Mcdonaldfort,2017-01-02 22:31:27,35.11,8896104106166
New Charlotte,2017-01-03 05:36:04,18.1,8051346995880
North Erikaport,2017-01-02 00:37:09,15.18,3678628301440
Joefort,2017-01-02 00:30:58,13.38,2345960985102
Piercetown,2017-01-02 10:26:02,41.37,1767472650384
Alexisfort,2017-01-02 22:16:48,28.52,2833831891336
New Jonathanberg,2017-01-02 17:45:57,41.74,3009470210435
Brianfurt,2017-01-03 01:49:12,40.21,7721848830668
New Jonathanberg,2017-01-03 07:22:34,24.84,3077977864468
Melissaborough,2017-01-01 18:51:16,37.21,3053041249300
Port Sandraport,2017-01-01 20:04:01,10.62,6884354881553
New Christina,2017-01-01 03:27:10,32.39,8650466035584
East James,2017-01-02 23:50:53,23.56,8367799862922
New Adrian,2017-01-02 07:08:23,8.55,3402954106178
Port Sandraport,2017-01-01 01:05:54,32.82,8935987898970
Michaelfurt,2017-01-02 15:55:36,44.37,3035480491762
East Rose,2017-01-01 21:25:28,9.38,3992549805963
Karenfurt,2017-01-01 06:05:19,38.52,6417084066534
Jamesbury,2017-01-02 08:30:48,13.26,7945812065911
Turnershire,2017-01-02 04:40:07,30.94,8018955890418
Brianfurt,2017-01-03 09:25:26,29.91,1265634672378
South Mary,2017-01-02 01:35:29,19.82,8593225947257
West Nancy,2017-01-01 15:04:55,39.27,6690858333012
North Sandra,2017-01-01 08:38:05,23.45,1588609816561
Mcdonaldfort,2017-01-01 17:35:50,31.38,5397996474454
New Katherine,2017-01-03 00:54:49,21.29,5015661636968
Lake Charlesside,2017-01-03 04:10:58,8.83,0607335578695
Jillmouth,2017-01-02 07:39:08,10.57,3146642855527
East Karenmouth,2017-01-02 12:19:37,44.65,3917724833579
Port Angelaberg,2017-01-02 19:41:34,30.63,7065471117636
West Nancy,2017-01-02 04:03:37,36.83,5569846795341
West Nathanville,2017-01-03 04:16:51,27.99,2293331771697
Lake David,2017-01-02 00:36:47,37.05,9320224520209
Lake David,2017-01-01 15:51:19,39.38,8498929133527
South Mary,2017-01-01 12:02:11,32.97,6171704826280
Port Brianborough,2017-01-02 13:45:57,19.97,2390141128267
North Audreyfort,2017-01-02 22:18:37,16.9,9490996667089
Suzanneborough,2017-01-02 15:17:17,12.2,9086931905714
Marychester,2017-01-01 17:09:53,41.25,3508960843349
Evansburgh,2017-01-01 05:13:43,18.35,2719296296261
New Katherine,2017-01-01 21:15:02,33.64,6085771262844
North Audreyfort,2017-01-03 09:10:52,20.19,4829223664365
New Adrian,2017-01-01 19:11:08,19.91,3555998190204
New Holly,2017-01-01 18:55:53,36.95,8142783390274
New Shawnville,2017-01-02 18:21:02,9.35,9937589815958
Tammyburgh,2017-01-02 23:28:35,22.43,4240585503749
Evansburgh,2017-01-03 08:44:09,42.18,0974769259378
Lindseymouth,2017-01-01 02:30:57,21.8,0010641767705
Tammyburgh,2017-01-01 11:50:03,8.4,7691252503666
West Kennethland,2017-01-01 14:01:19,23.91,3851003930415
East Karenmouth,2017-01-02 09:47:21,41.14,2717427187051
Jamesbury,2017-01-03 04:23:06,28.35,5244368049362
Joefort,2017-01-02 11:58:20,24.9,4660947657833
Port Stacyfort,2017-01-02 06:18:28,39.13,5730425752219
New Shawnville,2017-01-01 14:21:41,25.62,8148922730857
Scottside,2017-01-02 12:25:14,30.58,3522966440975
North Rachaelberg,2017-01-01 10:13:48,26.18,1514397904715
Port Meghanton,2017-01-03 05:42:05,38.75,6880969146797
South Mary,2017-01-02 09:47:36,28.97,2446992481683
Port Brianborough,2017-01-03 03:53:01,30.78,3317355283482
Port Michael,2017-01-01 16:36:54,23.55,2051613937984
Whitneyfurt,2017-01-01 12:44:13,11.81,2879784111510
Curtismouth,2017-01-01 05:24:56,6.85,4848137485439
North Sandra,2017-01-01 17:56:13,23.35,4680516585237
South Mary,2017-01-01 02:27:56,12.45,3797474244562
New Jasonfort,2017-01-01 02:33:43,29.16,4850867270841
Marychester,2017-01-01 05:27:04,17.93,2703994509396
Whitneyfurt,2017-01-03 07:39:42,23.17,6527205773521
Turnershire,2017-01-03 08:25:29,26.31,6733272181323
Evansburgh,2017-01-02 18:31:27,19.71,5578242778261
West Nathanville,2017-01-01 09:11:05,42.99,5634828693585
New Jonathanberg,2017-01-01 15:47:29,32.97,6469191825894
Mcdonaldfort,2017-01-01 04:54:57,43.8,0949281521128
Marychester,2017-01-02 21:35:49,42.79,6387349035370
New Holly,2017-01-02 23:51:21,11.09,5707882264913
East Jermaine,2017-01-01 20:12:12,44.74,3072340483949
New Robin,2017-01-02 21:28:23,40.31,2976359720426
West Nathanville,2017-01-02 12:33:13,24.22,6185817966344
New Robin,2017-01-01 15:32:32,26.49,4097552096663
Port Brianborough,2017-01-02 23:45:39,12.44,8194012857249
East Karenmouth,2017-01-02 11:19:03,30.3,4942543824711
Whitneyfurt,2017-01-03 00:18:57,28.23,4516221947483
New Robin,2017-01-01 04:58:11,20.56,6565667181508
Port Michael,2017-01-03 12:24:20,42.68,3579603810011
Turnershire,2017-01-02 19:39:20,35.29,8939510289341
North Rachaelberg,2017-01-01 09:03:31,37.05,5046812323949
Piercetown,2017-01-01 14:31:09,37.23,5864531966014
New Jonathanberg,2017-01-02 06:37:54,34.0,2909443383429
Catherinebury,2017-01-02 09:51:13,11.79,9325043204439
Mathewfurt,2017-01-01 15:01:08,42.48,0644880593322
Melissaborough,2017-01-01 23:29:50,8.17,2095422963222
East Karenmouth,2017-01-01 18:13:24,41.62,1250712051848
Lake Charlesside,2017-01-03 00:15:49,19.1,2886300972814
Joefort,2017-01-02 20:04:26,6.08,8761113967988
Tammyburgh,2017-01-01 17:51:31,21.39,3874929768672
Evansburgh,2017-01-02 17:12:59,33.96,6850592347823
North Krystal,2017-01-03 01:51:05,44.92,3094284136293
Curtismouth,2017-01-03 10:14:06,26.71,0021770856000
Port Meghanton,2017-01-01 22:46:28,5.15,5049580067770
North Karenfort,2017-01-02 01:05:25,17.25,0278292493460
East James,2017-01-02 15:05:06,42.31,4971310756122
Catherinebury,2017-01-02 21:06:51,44.5,8868322957165
East James,2017-01-01 08:53:53,13.71,8013399941580
Turnershire,2017-01-03 11:01:17,20.24,7706666394417
West Lanceview,2017-01-03 07:37:03,6.11,8508781144019
Theresaland,2017-01-03 08:01:01,34.65,5880592066616
West Nathanville,2017-01-02 09:41:14,9.71,9254126755622
Evansburgh,2017-01-01 11:21:17,26.46,9020653928811
Whitneyfurt,2017-01-03 06:02:11,21.74,5491050447955
East Rose,2017-01-02 07:58:03,8.57,4213809052798
Floresbury,2017-01-02 02:51:49,12.16,0217477539593
Lake Charlesside,2017-01-01 12:42:54,4.15,8654960376341
New Jasonfort,2017-01-01 22:32:48,9.21,5999260197948
Lake David,2017-01-03 06:31:23,8.87,6521401635942
East Karenmouth,2017-01-03 06:27:06,24.78,1688643980072
Port Angelaberg,2017-01-01 03:45:26,28.63,1474453509950
Theresaland,2017-01-01 06:56:19,39.4,8065513594554
North Rachaelberg,2017-01-01 04:37:39,9.92,6944930868047
Brianfurt,2017-01-01 06:50:02,39.09,4801779858856
New Adrian,2017-01-03 00:49:03,29.13,5593757811333
Karenfurt,2017-01-02 19:34:40,11.76,3198922456955
Jamesbury,2017-01-02 09:19:52,26.68,7436576831343
Michaelfurt,2017-01-03 07:46:34,40.28,9679565158795
New Charlotte,2017-01-01 17:10:00,43.81,9750022343609
Port Stacyfort,2017-01-01 09:03:02,27.87,8172039277806
West Nathanville,2017-01-02 01:22:16,8.96,0635977396216
Jillmouth,2017-01-01 23:43:28,20.83,4980745483978
Suzanneborough,2017-01-01 02:35:08,41.69,1920613155616
New Katherine,2017-01-02 19:45:34,39.14,7133860545343
Port Sandraport,2017-01-02 14:17:47,28.62,4181676802634
New Shawnville,2017-01-02 10:05:56,16.88,0677062320072
Mathewfurt,2017-01-01 12:24:09,25.07,7506467735019
East James,2017-01-02 10:26:32,24.03,1715985729783
North Rachaelberg,2017-01-01 12:01:37,40.55,1313186622270
West Lanceview,2017-01-02 04:04:32,4.01,2061979612227
New Jasonfort,2017-01-03 05:16:15,27.81,1357443340033
West Robertchester,2017-01-02 06:29:23,30.7,3389899330816
East Karenmouth,2017-01-02 08:12:11,6.05,0725261750661
New Catherine,2017-01-02 13:34:51,34.33,6671997840005
Karenfurt,2017-01-01 09:51:19,41.29,2275156965932
East Karenmouth,2017-01-01 06:43:16,32.25,6993957594859
North Audreyfort,2017-01-02 22:45:46,37.78,2021164243360
North Audreyfort,2017-01-01 09:35:37,16.07,6631937860715
New Robin,2017-01-02 08:40:42,42.89,3590864386244
New Holly,2017-01-03 04:22:00,43.31,4812922642796
New Adrian,2017-01-02 07:08:56,28.95,4951686243112
Thomashaven,2017-01-02 15:13:08,40.02,8626455675918
North Sandra,2017-01-02 15:10:28,17.9,2956785273468
Suzanneborough,2017-01-02 05:59:54,16.85,2666731306910
Thomashaven,2017-01-02 22:55:24,31.91,4222491722193
Jillmouth,2017-01-02 05:28:30,22.88,5649716856300
Port Stacyfort,2017-01-01 09:01:12,16.0,9367797669430
Curtismouth,2017-01-01 18:17:11,26.74,4309126930151
West Nancy,2017-01-02 18:54:06,10.68,8868930056137
Suzanneborough,2017-01-01 02:32:13,42.46,9042238546166
East James,2017-01-01 07:02:42,14.88,6930965415820
Smithland,2017-01-02 10:20:51,16.13,2900744480022
Melissaborough,2017-01-01 18:31:21,14.72,0798363113948
New Katherine,2017-01-02 10:24:49,43.79,1409813021407
New Catherine,2017-01-01 08:16:31,44.17,0609721833661
New Adrian,2017-01-01 06:02:00,29.28,9788916237611
South Mary,2017-01-02 20:50:21,23.7,7488242125577
New Jonathanberg,2017-01-02 17:39:42,18.67,7645366905045
South Mary,2017-01-01 23:19:38,30.63,2706945553134
North Krystal,2017-01-02 09:32:12,19.32,0332244888206
North Audreyfort,2017-01-01 05:32:32,35.35,6278316442225
New Catherine,2017-01-03 01:02:00,30.11,6154255122100
Piercetown,2017-01-01 22:35:38,13.69,7859839975996
Smithland,2017-01-02 10:30:41,25.56,8394675578707
South Mariahaven,2017-01-03 07:59:53,44.2,9376213633962
East Rose,2017-01-02 03:53:39,9.41,9211787633157
Johnsonburgh,2017-01-02 18:22:41,26.45,2880392256159
Lake David,2017-01-02 06:06:16,21.89,0395034063771
New Catherine,2017-01-02 08:04:05,37.38,5753533609855
Lake David,2017-01-02 09:12:54,13.91,6443796198867
Suzanneborough,2017-01-01 10:32:51,11.28,8844702407291
Port Albert,2017-01-02 20:30:16,19.55,4685267899268
North Karenfort,2017-01-02 02:57:53,40.14,8460580165094
Port Brianborough,2017-01-02 04:34:08,26.45,6034177774598
Mathewfurt,2017-01-01 09:27:50,6.45,9979691762751
New Jasonfort,2017-01-03 03:05:52,22.1,8033815826840
Scottside,2017-01-02 08:12:11,25.46,7384735775949
Whitneyfurt,2017-01-02 20:29:09,17.68,2702218428598
Mcdonaldfort,2017-01-01 08:26:19,31.0,7677709270909
Theresaland,2017-01-01 16:16:21,31.14,2137830140694
West Nathanville,2017-01-02 15:18:31,42.01,3552449685616
North Krystal,2017-01-02 18:49:03,19.6,5576531120449
East Rose,2017-01-03 10:48:40,6.82,3929367702334
East Karenmouth,2017-01-03 03:35:19,39.04,8954960408494
Smithland,2017-01-02 08:17:52,7.91,4689822177518
Michaelfurt,2017-01-03 12:12:47,19.68,3052497206851
Smithland,2017-01-02 09:02:26,26.77,3499401637880
Marychester,2017-01-03 06:08:48,9.8,4124220577145
East Karenmouth,2017-01-01 22:40:07,13.56,1225839882545
New Jonathanberg,2017-01-02 01:58:08,33.8,5586212294031
